,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
351,1573,66932,Avenida de Paris,Principal,Benfica - Braço de Prata,Contrassentido,Executado,9196,,47a02e8e-432e-4771-987a-38125249b425,134.285625542221,"LINESTRING (-9.13698493814398 38.7410149508903, -9.136971446346751 38.741018031037, -9.13694806140327 38.7410214257845, -9.136928878778679 38.7410250230255, -9.1368877431252 38.7410365924912, -9.13685977857042 38.7410452541745, -9.136787632175 38.741071735993, -9.13674942323269 38.7410852841422, -9.136714567385839 38.7410951388991, -9.136679133654971 38.7411036479901, -9.1366303470502 38.7411141720445, -9.13655702476008 38.7411285294586, -9.136449749441899 38.7411422785571, -9.136341619916699 38.7411510590611, -9.13623301411519 38.741154840283, -9.13612407706905 38.7411543597926, -9.13601534872859 38.741149080784, -9.135807216263791 38.7411358304313)"
352,1575,67041,Rua Latino Coelho,Local,,30+Bici,Executado,9196,,be864f3e-6c65-4958-a2f5-8abde1dbf93f,15.6874339471021,"LINESTRING (-9.148082339786759 38.7323870509112, -9.148207374494531 38.7324377589239)"
353,1577,67040,Rua Pinheiro Chagas,Local,,30+Bici,Executado,9196,,059ed591-5906-4e54-b260-122761318609,111.856199720864,"LINESTRING (-9.14858736185969 38.733623300909, -9.147684646627321 38.733279035635)"
354,1580,,Parque de Vale de Chelas - Parque da Bela Vista,Local,,Pista Ciclável Bidirecional,Executado,9196,,e0110e1c-636c-4170-baaf-c99edd26e830,1273.20635562804,"LINESTRING (-9.125943705461021 38.7605606757354, -9.126007246894311 38.7604857034821, -9.126008129623941 38.760483561745, -9.12600857434215 38.7604813390043, -9.126008570221339 38.7604790893775, -9.126008117361829 38.7604768676364, -9.12598688803968 38.7604561572202, -9.12596932402265 38.7604334552661, -9.125955728512769 38.7604091536691, -9.12594548400841 38.7603788674112, -9.125939498060371 38.760347895083, -9.125937840821241 38.7603165996655, -9.125940531713111 38.7602853479266, -9.12594895848286 38.7602565016046, -9.12596218340671 38.7602287717967, -9.125979976141339 38.7602026414846, -9.12600202678421 38.7601785657915, -9.12603143335234 38.7601518379737, -9.126063926097171 38.7601273794336, -9.126137440626771 38.7600735788354, -9.126317535773239 38.7599456186375, -9.126511977014809 38.7598090702539, -9.126684418515071 38.7596884380778, -9.126870146996691 38.7595603041688, -9.12705733164738 38.7594273912896, -9.127088650881371 38.759405437053, -9.127116960019309 38.7593811239349, -9.127146436438711 38.7593556099801, -9.127163531715389 38.7593412921122, -9.12717920428533 38.7593260163591, -9.127247055835401 38.759256626425, -9.12726875374276 38.7592325981683, -9.127353703825911 38.7591345811222, -9.127377850854529 38.7591048364285, -9.12739882171106 38.759073661365, -9.12744014622446 38.7590077322927, -9.12747778901441 38.7589404757877, -9.12751142926045 38.7588748949198, -9.127539259830989 38.7588076787369, -9.12759223168667 38.7586766214736, -9.12762509834797 38.7585883973251, -9.127634966341381 38.7585537548955, -9.127651468393131 38.7584902778219, -9.127664386433359 38.7584324053675, -9.127674480535781 38.7583741924635, -9.12768259505321 38.758314423654, -9.127687428852269 38.7582544390924, -9.127689756893989 38.7581992684463, -9.127690149849281 38.7581440687482, -9.127688411609199 38.7581059495087, -9.127677527621231 38.7580027710058, -9.127673117791479 38.7579690382465, -9.12764449028001 38.7578362926265, -9.12762055826254 38.7577130400237, -9.127608096577729 38.7576505546759, -9.127593260257671 38.7575883854922, -9.127568367042841 38.7574834934973, -9.12753954010538 38.7573583755278, -9.127508526668491 38.7572292244961, -9.127483681962699 38.7571221351669, -9.127475532446431 38.7570888888477, -9.127440202604619 38.7569557226834, -9.12740409841504 38.7568260042063, -9.12737023731872 38.7566955821749, -9.127334285842711 38.7565614681767, -9.12730442674099 38.7564490209781, -9.12726910498402 38.7563170171839, -9.127232998997821 38.7561890313364, -9.127203378847961 38.7560770984351, -9.12719118601458 38.7560319189221, -9.12716986328425 38.7559634027624, -9.127143339945951 38.7558959998269, -9.12712035924862 38.7558545410951, -9.127094468139919 38.7558141389768, -9.127065746166631 38.7557749176039, -9.12702814084083 38.7557307984854, -9.12698737306239 38.7556884218992, -9.12694357528801 38.7556479255323, -9.12689286723746 38.7556043460592, -9.12683833853313 38.7555636685214, -9.12678026156936 38.7555260961257, -9.126715720015159 38.7554906576871, -9.12664887397588 38.7554579200157, -9.126605047807381 38.7554319267053, -9.126564886886721 38.7554025523164, -9.126525675096421 38.7553732565908, -9.12648195172476 38.7553481428987, -9.12642164871804 38.7553180292237, -9.12640144896374 38.7553093793694, -9.12638033789305 38.7553021734268, -9.12623174127371 38.7552538634527, -9.126197100276951 38.7552407887425, -9.126165640117639 38.755223502567, -9.126138195211601 38.7552024634033, -9.12611219116442 38.755167365194, -9.126092021540749 38.7551300059334, -9.12607800320686 38.7550909725352, -9.126070356391789 38.7550508782146, -9.12606920122758 38.7550103528551, -9.12607455586193 38.7549700331129, -9.12613226004251 38.7547412203321, -9.12615464785604 38.7546523419216, -9.12616252269695 38.7546107195083, -9.126165501387231 38.7545687106488, -9.126163559143651 38.7545266648636, -9.12615746467381 38.7544847095895, -9.12614682244417 38.7544433096072, -9.12613170937526 38.7544027641511, -9.126088272238009 38.7542992195166, -9.12603916762964 38.7541821395785, -9.126018983383521 38.7541313075971, -9.12601823447253 38.7541297444387, -9.126017161166359 38.7541283008404, -9.1260157936425 38.7541270173909, -9.1260141703507 38.7541259301763, -9.12601233693203 38.754125069765, -9.126010344935519 38.7541244603486, -9.12600825036886 38.7541241190617, -9.12600611212361 38.7541240555001, -9.12600399031944 38.7541242714509, -9.126001944613741 38.7541247608424, -9.12600003252429 38.7541255099145, -9.12590842682317 38.7541482151667, -9.125906859505839 38.7541487066343, -9.12590520968984 38.7541489897103, -9.12590352259425 38.7541490566359, -9.12590184445992 38.7541489055769, -9.125900221282089 38.7541485406736, -9.125898697549729 38.7541479719274, -9.125897315026119 38.7541472149268, -9.12589611160425 38.7541462904202, -9.12589512026817 38.7541452237469, -9.12589436818897 38.7541440441429, -9.12586916128517 38.7540868871864, -9.125848634957871 38.7540286025194, -9.125837807754429 38.7539815601998, -9.12583155859841 38.7539340152115, -9.125829923050491 38.7538862381073, -9.12584209426533 38.7538332208478, -9.1258600885803 38.7537812207774, -9.12588377166187 38.7537306260964, -9.125924184141169 38.7536582084802, -9.12596820011847 38.7535870797446, -9.126015752143431 38.7535173488918, -9.126120042954661 38.7534148138646, -9.126193502687 38.7533346472366, -9.12625321190731 38.75327813109, -9.126279420633621 38.7532522149054, -9.12630158021582 38.7532240944799, -9.126319388997681 38.7531941526118, -9.12633859947001 38.753162056169, -9.126358014408281 38.7531364569101, -9.1263802696211 38.7531123044123, -9.12652491005996 38.7530348079503, -9.12663413441871 38.7529783258933)"
355,1586,,Troço da Frente Ribeirinha,Local,,Pista Ciclável Bidirecional,Executado,9196,,4142e279-45cb-4803-a5de-716d57cee2ed,84.5006036926227,"LINESTRING (-9.143915719937031 38.7052239647929, -9.143936484494841 38.705220197504, -9.144120736146141 38.7051867636832, -9.144446812017851 38.7051275946219, -9.14456731562333 38.7051057276301, -9.14457722925944 38.7051046384892, -9.144587234666259 38.7051049086988, -9.14459702810122 38.7051065300558, -9.144606312256711 38.7051094533392, -9.1446148052858 38.7051135898044, -9.14462224935842 38.705118813877, -9.14462841848856 38.7051249669651, -9.14463312539473 38.705131862274, -9.1446362271854 38.7051392904769)"
356,1590,67041,Rua Latino Coelho,Local,,30+Bici,Executado,9196,,b3c42890-a3fd-4e41-b667-68ee056affdb,108.840187490764,"LINESTRING (-9.14826812486224 38.7323504855079, -9.14915767079256 38.7326670271978)"
357,1591,66707,Avenida da Igreja,Local,,30+Bici,Executado,9196,,7c8e6e93-357d-4237-ab58-c96fcaf412f0,75.8798748801397,"LINESTRING (-9.14749602197722 38.7519329524679, -9.14686633350577 38.7521365043129)"
358,1592,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,9196,,0d97fe4f-9ffe-4a68-8657-76ba9b7591eb,19.3179890330972,"LINESTRING (-9.145962335479179 38.7393878063131, -9.1461325707171 38.7393615298719)"
359,1601,101725,Rua Prof. António Flores,Local,,Contrassentido,Executado,9196,,02e05941-67cf-4c0a-99e8-a9184703fb01,181.51592123699,"LINESTRING (-9.154519668011069 38.7493574031649, -9.154517328798059 38.7493642191897, -9.15451881101828 38.7493720706833, -9.15452215903936 38.7493827658637, -9.15512947766358 38.7505348745762)"
360,1608,,Parque Quinta da Granja,Local,,Pista Ciclável Bidirecional,Executado,9196,,f43f4d56-16d0-4d32-b1a5-452e6afca06a,815.398946249354,"LINESTRING (-9.193127916839501 38.7549275625638, -9.19311517783046 38.7548909792788, -9.19310759784609 38.7548720228222, -9.19324897740044 38.7548404098022, -9.19323951544555 38.7548099274316, -9.193069893756981 38.754846739833, -9.193007839933779 38.7548473037633, -9.19289841614901 38.7548264040116, -9.19284520264655 38.7548093705063, -9.192793164140451 38.7547790982831, -9.19273391755252 38.7547245826092, -9.19269873862765 38.754661268157, -9.192679461679971 38.7546235477643, -9.19260467693258 38.7544755087784, -9.19254979615693 38.7543766242363, -9.19251744063701 38.7543190034629, -9.19247910862553 38.7542585769788, -9.192449301626111 38.7542188079922, -9.192410219521349 38.7541694716925, -9.19235824749058 38.7541127439426, -9.19231281250015 38.7540659666505, -9.192218126475931 38.7539921091436, -9.19216265999871 38.7539461387985, -9.192077183502789 38.7538775604681, -9.19203103255508 38.7538440163073, -9.19186437261201 38.7537193333015, -9.191774422505979 38.7536568733246, -9.19165403657979 38.753573953118, -9.19151611464096 38.7534783234742, -9.191440336356839 38.7534171635047, -9.191394054255079 38.7533746843257, -9.19135287099088 38.7533375208903, -9.19130322918998 38.7532839890887, -9.19128795962679 38.7532701847511, -9.1911645921922 38.7531111141751, -9.191095037436369 38.7530077140823, -9.191039725469389 38.7529150939585, -9.190933921895221 38.7526758159923, -9.190634490953141 38.7524533078856, -9.19050495119423 38.7523377002974, -9.19047485673387 38.7523196209636, -9.19042779489447 38.7523067005457, -9.19038922932101 38.7522920357318, -9.190346230561611 38.7522657325141, -9.190324385330531 38.7522292270282, -9.190313241729431 38.7521959616163, -9.19031042012112 38.7521492748416, -9.190320481252311 38.7521091438906, -9.19034760678063 38.7520705275318, -9.190383499866121 38.7520485144745, -9.190432198436 38.7520280531559, -9.19048293168998 38.7520009007591, -9.19054839911125 38.751961936162, -9.190586226269559 38.7519265577269, -9.19061979271847 38.7518912192065, -9.19066381106571 38.7518424403481, -9.19070136693276 38.7517887140693, -9.19076989491424 38.7517195115643, -9.190812640348691 38.751677596031, -9.190873163442671 38.7516195233153, -9.190888693517291 38.7516077797222, -9.1908997194391 38.7515996594568, -9.190915868452951 38.7515880811942, -9.19093157729233 38.7515771649651, -9.190949905619069 38.7515648377928, -9.190971157962069 38.751551076558, -9.190984851880261 38.7515425002171, -9.190995651426601 38.751535890367, -9.19100670429785 38.7515292651039, -9.191015456583671 38.7515241138335, -9.191023801932641 38.7515192813208, -9.19102889627861 38.7515163676616, -9.1910404144772 38.7515098832107, -9.19105853888637 38.7514999582726, -9.19107345990326 38.7514920369562, -9.191090066159569 38.751483478823, -9.19109762997426 38.7514796684358, -9.19110647658321 38.7514768402442, -9.19111637332267 38.7514733381064, -9.191129383622931 38.7514681602104, -9.191144339674111 38.751461333878, -9.19116016888773 38.7514529740018, -9.191176558650101 38.7514429054393, -9.191183685883541 38.7514380119718, -9.191195476271639 38.7514291238645, -9.19120487175122 38.7514212277607, -9.19121564075482 38.7514111122557, -9.19122008382223 38.7514065480531, -9.19122585819288 38.7514002191184, -9.191229677829471 38.751395752294, -9.191234515257269 38.7513897302073, -9.191239179310241 38.7513834727291, -9.19124123735055 38.7513805499569, -9.19124595440411 38.7513734174677, -9.191250629236841 38.7513656306464, -9.191254790233231 38.7513579355989, -9.19125928091135 38.7513485458743, -9.19126490436501 38.7513346038509, -9.19126719596731 38.7513273354466, -9.19126850121943 38.7513228237814, -9.19127051973387 38.7513147497212, -9.19127185642698 38.7513082260201, -9.19127346351306 38.7512977665195, -9.191274085147221 38.751290952781, -9.19127540207743 38.7512810439256, -9.19127628062979 38.7512758954395, -9.1912776388825 38.7512691356429, -9.191279244171881 38.7512623254045, -9.19128129592402 38.7512548110929, -9.19128362076397 38.7512473794476, -9.19128623575976 38.7512399723216, -9.19128906724954 38.7512327788687, -9.191291043543149 38.751228153705, -9.19129264523931 38.7512246025151, -9.191295606984809 38.751218430492, -9.191298990040149 38.7512119053809, -9.191300345597931 38.7512094260627, -9.19130308815447 38.7512046138453, -9.191305813643069 38.7512000741494, -9.191308444808531 38.7511958959475, -9.191310538781471 38.751192702047, -9.191312348886751 38.751190022365, -9.191314331468581 38.7511871738454, -9.19131670032599 38.7511838769605, -9.19131907906487 38.7511806725508, -9.191322594172579 38.7511761265483, -9.191327812486049 38.7511697366435, -9.19133177764971 38.7511651430015, -9.1913373310348 38.7511590438325, -9.19134214959799 38.7511540389547, -9.191346907974051 38.751149330418, -9.19135056591387 38.751145856287, -9.191353915731581 38.7511427821818, -9.19135801025265 38.7511391511225, -9.1913618514488 38.7511358633429, -9.19136453920812 38.7511336306231, -9.191369446704529 38.7511296850069, -9.19137213895543 38.7511275895988, -9.19137531360164 38.7511251789337, -9.19138315050418 38.7511194944995, -9.1913887577882 38.7511156441603, -9.19139256215341 38.7511131298102, -9.19139690460951 38.7511103513447, -9.19140413245429 38.7511059335422, -9.19141186694886 38.7511014758069, -9.191421792434429 38.7510961360519, -9.191427840791251 38.7510930815606, -9.19144006057407 38.7510873375752, -9.19144916679611 38.7510834115726, -9.19145815174558 38.7510798155389, -9.191467923619239 38.7510762019907, -9.191476985823829 38.7510731194756, -9.19148742155247 38.7510698737272, -9.19149637236595 38.7510642880693, -9.191499847947791 38.7510619005208, -9.191505181245621 38.75105823583, -9.1915080468714 38.7510559092311, -9.19151149999534 38.7510528946706, -9.1915138014791 38.751050742514, -9.19151820412231 38.7510462518484, -9.191522074962871 38.7510418200305, -9.1915260787541 38.7510366238883, -9.1915296585405 38.7510312743205, -9.19153276311814 38.7510258750117, -9.191535750914751 38.7510196693439, -9.191538197027279 38.7510133543863, -9.191539799621729 38.7510081127049, -9.19154141299599 38.7510007987301, -9.191542115478549 38.7509957742252, -9.19154253589009 38.750989507605, -9.19154245594005 38.750983219967, -9.19154220081851 38.7509797983709, -9.19154158547253 38.7509749826351, -9.191541024025479 38.7509718461716, -9.191539330701151 38.7509649623447, -9.19153742896769 38.7509592358634, -9.191535101432811 38.7509536151681, -9.19153350602487 38.7509505417552, -9.191530907198731 38.750945538264, -9.191528740462269 38.7509420199869, -9.191526249433981 38.7509383552899, -9.191523258044111 38.750934385143, -9.191520245094649 38.7509307631805, -9.191514937847931 38.7509251088555, -9.19151214408739 38.7509225286448, -9.191509250613869 38.7509198552578, -9.191504250591001 38.7509157828262, -9.191498955022411 38.7509119289731, -9.19146992237075 38.7508839172487, -9.19146586827385 38.7508805755132, -9.191463883895389 38.7508781143984, -9.19146310056446 38.7508745001394, -9.191463043970611 38.7508706862168, -9.191463954862289 38.7508664841762, -9.191483424947791 38.7508329414026, -9.191516403000159 38.7507794112256)"
361,1611,101064,Avenida Cidade de Praga,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,9196,,75f29e57-f363-40d6-86f0-a2374092eb27,28.4234330895365,"LINESTRING (-9.18571573058065 38.7667207533028, -9.18570779037184 38.7667045057039, -9.185682403083611 38.7666525717774, -9.18567218384892 38.7666297815501, -9.18564829854383 38.766577671764, -9.18562871167739 38.7665336062624)"
362,1617,34187,Avenida da Liberdade,Principal,Central,30+Bici,Executado,9196,,03e09a7f-4c07-494e-9120-cf1105352a7b,13.6503841876861,"LINESTRING (-9.143658383150839 38.7185745180125, -9.143733610767679 38.7186500725604)"
363,1618,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,12a0dd49-b318-43bb-84e5-468e0d23c47b,18.5170566870277,"LINESTRING (-9.144305109968309 38.7385460220768, -9.1443017484725 38.7385466169665, -9.14416585852284 38.7385706570913, -9.144142888601021 38.7385747211181)"
364,1619,375,Rua dos Eucaliptos,Local,,30+Bici,Executado,9196,,dc134ee6-c6ad-4634-956b-737c2271f22a,157.334119987644,"LINESTRING (-9.12263645353795 38.7738196257305, -9.12264775973412 38.7735971289196, -9.12264673295974 38.7735146268804, -9.122647854955551 38.7734706602111, -9.122649192546991 38.7734152966826, -9.1226490452233 38.773274101316, -9.12264422845673 38.7732186921119, -9.122631000764169 38.7730664755594, -9.12262523268174 38.7730001091192, -9.122596444371821 38.7728488431861, -9.12254298023937 38.7727271524013)"
365,1622,34383,Travessa das Recolhidas,Local,,Zona de Coexistência,Executado,9196,,9d91dcd5-d6db-4827-88ed-914796054c52,96.4104156265874,"LINESTRING (-9.14151965256287 38.722668034806, -9.14143794449954 38.7227367496402, -9.14083634365211 38.7230808155149)"
366,1635,67100,Rua de Dona Estefânia,Local,,30+Bici,Executado,9196,,da99750e-80e9-4e7a-879e-d9fa0033bb3b,459.263876464433,"LINESTRING (-9.140903148664821 38.7319293127984, -9.140915143592551 38.731958080672, -9.14092462738328 38.7319874134419, -9.140932594541541 38.732025915227, -9.140948239600521 38.7321015242268, -9.140959388591501 38.7321554068725, -9.14096722549405 38.7321932841926, -9.14097859457228 38.7322482305172, -9.14098809067549 38.7322856241799, -9.140999818169171 38.7323226304783, -9.141007990915069 38.7323466267138, -9.141014408606029 38.7323709454581, -9.14103471681964 38.7324687946318, -9.141050343912349 38.7325443197732, -9.1410790298143 38.7326829609, -9.141093021973189 38.7327542063265, -9.141096493961729 38.7327756822503, -9.14109901014287 38.7327890483765, -9.141101528120601 38.7328024152009, -9.141104046098331 38.7328157806214, -9.14110656227944 38.7328291474409, -9.1411090802572 38.7328425142578, -9.14111159733663 38.7328558796708, -9.14111411441603 38.7328692464828, -9.1411166323938 38.7328826125914, -9.1411191494732 38.7328959786977, -9.14112166745096 38.7329093455021, -9.141124183632069 38.7329227116033, -9.141126701609799 38.7329360784028, -9.14112921958756 38.7329494437982, -9.14113173576866 38.7329628105927, -9.141134253746401 38.7329761773846, -9.141136771724129 38.7329895427726, -9.14113928880356 38.7330029095595, -9.14114180678132 38.7330162756433, -9.141144322962431 38.7330296424252, -9.141152817431751 38.7330747390909, -9.141165670526821 38.7331364588651, -9.141181224855959 38.7332120449663, -9.141211569946281 38.7333586957194, -9.14122721949685 38.7334343271339, -9.1412575861467 38.7335810804398, -9.1412732141377 38.7336566100112, -9.14130356731282 38.7338032990931, -9.141320976663041 38.7338784829645, -9.14132279664979 38.733885898899, -9.141324384978709 38.7338967800415, -9.14132384907867 38.7339077235133, -9.141321201235749 38.7339184784237, -9.1413165021546 38.7339287982049, -9.14131571073886 38.7339301912757, -9.14131116284228 38.7339400815202, -9.14130849993327 38.7339503814094, -9.141307778208869 38.7339608735784, -9.1413090129001 38.7339713366042, -9.14131093619312 38.7339803775436, -9.141319632783381 38.7340212467521, -9.14133604590192 38.7340989635626, -9.14135147267031 38.7341606200861, -9.14140429091408 38.7344158766021, -9.141419627850921 38.7344914907804, -9.141449400714389 38.7346382706445, -9.14146478166866 38.7347138789814, -9.141482225154871 38.7347998804856, -9.14149045012959 38.7348406497214, -9.14149450961637 38.7348606639944, -9.141510443932891 38.7349363645923, -9.141514503419639 38.7349563802399, -9.14152280385288 38.7349973007439, -9.141541687338471 38.7350743802309, -9.14154816149672 38.7351023063623)"
367,1637,67040,Rua Pinheiro Chagas,Local,,30+Bici,Executado,9196,,7a109c50-0d30-4ae4-b5af-49678ec3c488,15.4682156728437,"LINESTRING (-9.148764632702941 38.7335862680419, -9.14863694706677 38.7335435107813)"
368,1641,35282,Alameda dos Oceanos,Principal,Marginal,Pista Ciclável Unidirecional,Executado,9196,,a9cfdf94-c8f8-48e4-a751-c3709a14aea3,1845.14909125889,"LINESTRING (-9.096090998838649 38.7617865817365, -9.09608964058598 38.7618008460342, -9.09607326699328 38.7619937016653, -9.095775364983799 38.7656831513901, -9.095742985209389 38.7660807063341, -9.095718427066171 38.7663901412179, -9.095709864324871 38.7664892017303, -9.095687595088989 38.7667582228559, -9.09567874668342 38.7668681827409, -9.09565704069122 38.7671391173693, -9.095637426875291 38.7673709988277, -9.095616568892719 38.7676416373748, -9.095181248000991 38.7727330977491, -9.095139800632101 38.7732454673497, -9.095118665968389 38.7735016311599, -9.095098351466561 38.7737578360712, -9.095077489890739 38.774014013449, -9.095056354328729 38.7742701780009, -9.09503576673905 38.7745263689462, -9.095023986232411 38.7746832319398)"
369,1644,34187,Avenida da Liberdade,Principal,,30+Bici,Executado,9196,,74bed7ef-d838-4524-a5ae-c1c9d7e174d5,11.0929916927407,"LINESTRING (-9.144034187960081 38.7184965901671, -9.144119628523381 38.7184565769778)"
370,1646,6063,Parque Florestal de Monsanto,Local,,Trilho,Executado,9196,,6773766d-9738-4db8-9a38-b9ec493c3b5d,2106.86895971861,"LINESTRING (-9.196701424022869 38.7359421131135, -9.196540738774731 38.7359102856993, -9.19645734008207 38.7359239182134, -9.196103408351719 38.7360257103725, -9.19572113387582 38.7361644092083, -9.195508658056619 38.7362517445327, -9.195292871945581 38.7363451591638, -9.1951683358028 38.7363818752784, -9.19465161047833 38.7365022245125, -9.19446578587698 38.7365466147682, -9.19428909804037 38.7365421372046, -9.19390007721667 38.7365237539651, -9.193583683387111 38.7365379196057, -9.19352924098931 38.7365520144713, -9.193482014758169 38.7365710017188, -9.19343416150299 38.7366073407334, -9.193350831980609 38.7366455240066, -9.193282752258479 38.7366689488446, -9.19321311755261 38.7366855445284, -9.19307956861258 38.7367192957536, -9.192985437747231 38.7367457665634, -9.19284795867784 38.7368017492422, -9.192665741710631 38.7368843623978, -9.192600742311621 38.7369191610913, -9.192554457514939 38.7369482643954, -9.192508338906549 38.7369713114514, -9.192464972736239 38.7369922297437, -9.19240994284025 38.7370121144832, -9.192351935927411 38.7370274642259, -9.192111966270611 38.7370736689914, -9.19190735879498 38.7370896521616, -9.190581694268939 38.7371130999773, -9.190473530820521 38.7371037917637, -9.19041945224042 38.737089458766, -9.190374006470201 38.7370682048625, -9.189832452609579 38.7367419455796, -9.18973862537481 38.7366817179357, -9.18964928073326 38.7366365941172, -9.18959432899071 38.7366202948238, -9.189546207139269 38.7366150289622, -9.18916945640405 38.7366366831078, -9.18878223221091 38.7366390459129, -9.18853812221899 38.7366650851133, -9.188451761780829 38.73666177004, -9.18837826701416 38.7366439971526, -9.1882693651506 38.7366117566301, -9.188169808460909 38.7365738872587, -9.18808474069848 38.7365313251836, -9.187981903361351 38.7364683996097, -9.187880421582051 38.7363986195805, -9.1877849288707 38.7363401882834, -9.18762667626036 38.7362709210537, -9.187395775096361 38.7362114322694, -9.187187813311469 38.7361719657499, -9.18678026473504 38.7361341087581, -9.186707258651889 38.7361195849705, -9.18665896971382 38.7361029169812, -9.18660306755368 38.7360635120649, -9.186229318988129 38.7356951558038, -9.186134949170921 38.7356139076831, -9.186017525888561 38.7355488307791, -9.18589867787813 38.7354860472874, -9.18580792557656 38.7354526570535, -9.18569719653971 38.7354468144091, -9.185488837699429 38.7354350106964, -9.185381041661969 38.7354452475881, -9.185272481158201 38.7354734496601, -9.1847793698476 38.7356010438035, -9.18454820368062 38.7356817565867, -9.18422168493943 38.7358202290567, -9.18397858106063 38.7359439300807, -9.183759365181841 38.7360674143683, -9.183695978258781 38.7360805948888, -9.183636363361559 38.7360856933181, -9.18355635580911 38.7360739156376, -9.183514064922161 38.7360415809614, -9.183429275637421 38.7359621263772, -9.18334243819387 38.7358979123774, -9.183215980554699 38.7358123893865, -9.183143566461309 38.7357389229184, -9.1830668350647 38.7356689158431, -9.18298125436422 38.7355910066403, -9.18292493538579 38.7355230959869, -9.18284188254451 38.7354189374631, -9.182797059306781 38.7353406622087, -9.18276798084103 38.7352440004968, -9.182754764826569 38.735136933545, -9.1827510511912 38.7350822325951, -9.182728481019661 38.7350322643273, -9.18268278731443 38.7349939057101, -9.18260872391421 38.7349594795676, -9.182542211752249 38.7349381563587, -9.182498016436909 38.7349284519492, -9.18244298833755 38.7349328651468, -9.18238037576222 38.7349696604691, -9.1822259257205 38.7350599823588, -9.18209223215171 38.7351303537088, -9.181950072859671 38.7351975079501, -9.181718042513349 38.7352691551879, -9.181668445628199 38.7352881399737, -9.18164589342301 38.735306882303, -9.181536528028751 38.7354199331937, -9.18141125347079 38.7354902285107, -9.18119810840671 38.7355975450913, -9.181005912953349 38.7356980862252, -9.18083041179124 38.7357885942866, -9.18072088290358 38.7358410804169, -9.180526398542881 38.7359467841135, -9.18046716273474 38.7359960713428, -9.180412429282789 38.7360439024439, -9.18039999749759 38.7360813874017)"
371,1649,,Quinta da Paz - Cemitério de Carnide,Complementar,,Contrassentido,Executado,9196,,cd6d9733-12d7-4455-8bb1-2d05bab5efbd,188.875680015682,"LINESTRING (-9.18840180916283 38.7703764607332, -9.18834985779332 38.7704290776224, -9.188334704112791 38.7704397101151, -9.188317831955141 38.7704486168663, -9.188299560222241 38.7704556290849, -9.188111285016809 38.7705084532285, -9.187651565881939 38.7706413076469, -9.187211855821721 38.7707686162227, -9.187122255160331 38.7707930201997, -9.187104468517701 38.7707946107582, -9.18690797911731 38.77087896634, -9.186873211620849 38.7709110310022)"
