,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
372,1650,100004,Avenida Calouste Gulbenkian,Local,,Pista Ciclável Bidirecional,Executado,9196,,c311b0e7-5a8a-479a-8f19-6b6990859608,706.700222893352,"LINESTRING (-9.163081376236731 38.7345157389867, -9.163049755538729 38.734544943475, -9.1629286617401 38.734648228058, -9.16290841101867 38.7346659839237, -9.16287898310825 38.7346936369293, -9.16283783308171 38.7347288571293, -9.16279787511959 38.7347620542996, -9.16275878852325 38.7347939873352, -9.1627583276875 38.7347943643286, -9.162743591723579 38.7348061380158, -9.16270655508275 38.7348357284882, -9.162670405977391 38.7348639644359, -9.16263263361633 38.7348926789714, -9.16259910040508 38.7349178877424, -9.162553392326799 38.7349514828394, -9.162514223085459 38.7349799485807, -9.16247731939527 38.7350062840937, -9.16243703444637 38.7350343006458, -9.162350140408931 38.7350941505849, -9.16230082918803 38.7351256104805, -9.162207814030269 38.7351854112921, -9.162160291355081 38.7352145019889, -9.16207116859745 38.7352679036901, -9.162024105859709 38.7352949517357, -9.161965696501611 38.7353282341315, -9.16190520215377 38.7353616090076, -9.161849702438859 38.7353916666338, -9.16178207636597 38.735427183597, -9.1617321560873 38.7354526661629, -9.16167001602585 38.7354833018485, -9.16161016577003 38.7355124940289, -9.16155199087223 38.7355398790302, -9.16148154408935 38.7355722496703, -9.161437507775799 38.7355920661343, -9.16138435176549 38.7356154702961, -9.161328619386969 38.7356388709466, -9.16127412488688 38.7356613774672, -9.161214615092559 38.735685630882, -9.161153338312079 38.7357094792712, -9.161100577560489 38.7357296327444, -9.161051090269821 38.7357472306789, -9.16102396653813 38.7357570828295, -9.160978973518811 38.7357732400734, -9.16095584998509 38.7357815632458, -9.16093371908973 38.7357890798867, -9.160932567449549 38.73578947159, -9.16092791507468 38.7357910517172, -9.160927387763619 38.7357912311019, -9.160820288818829 38.7358272656995, -9.160814469532401 38.7358292073979, -9.16080759382722 38.7358315022598, -9.16079754347582 38.735834856612, -9.160785904902999 38.7358387407091, -9.16076897704979 38.7358443899224, -9.16076152642283 38.7358468767814, -9.160691993226569 38.7358702416193, -9.160624501900971 38.7358927711907, -9.16053278301213 38.7359235110949, -9.1605062261174 38.7359323625928, -9.16039230895958 38.7359706919766, -9.160312796378831 38.7359972135157, -9.160262995576099 38.7360138282749, -9.160175258020629 38.7360431757981, -9.16017355301824 38.7360437475849, -9.160097170167941 38.7360693784832, -9.16001237728994 38.7360977786122, -9.15990288074164 38.7361345572178, -9.15988407361287 38.7361408377548, -9.15987157625062 38.7361450119326, -9.15985629411103 38.736150115963, -9.159844699555631 38.7361539874301, -9.159832256092329 38.7361581433885, -9.15976991390993 38.7361789413955, -9.15970670754823 38.7361999951584, -9.159609203508969 38.7362326990408, -9.159524454648439 38.736261098404, -9.159507806171259 38.736266683118, -9.159486531370399 38.7362738192186, -9.159356457113891 38.7363174647546, -9.15927706221246 38.7363441382204, -9.15917965069967 38.7363765211089, -9.15908730568508 38.7364075053546, -9.159001797748131 38.736436375529, -9.158926243144551 38.736461493363, -9.15884132809569 38.7364899143575, -9.15872082449021 38.7365301367721, -9.158634077776471 38.7365592773726, -9.158561441799231 38.7365837119675, -9.158496623859889 38.7366051993527, -9.1584246238899 38.7366293620551, -9.158331970753171 38.7366603405854, -9.158251276887841 38.7366874637807, -9.15816427145929 38.7367164032125, -9.158105352756429 38.7367361913305, -9.15809700201755 38.7367389955811, -9.158088431191439 38.7367418509835, -9.158066749453729 38.7367491019534, -9.15805987285025 38.7367514037929, -9.158057884878509 38.7367520673672, -9.15805405446215 38.7367533468676, -9.15805352625275 38.7367535234471, -9.1578548189119 38.7368197869594, -9.15785429160084 38.7368199656408, -9.15784152474402 38.7368243191611, -9.157837834464839 38.7368255804416, -9.15783151032525 38.7368277421363, -9.15779629277284 38.7368397754522, -9.157734854295621 38.7368602796628, -9.157659855749181 38.7368849509949, -9.157601118505999 38.7369050852174)"
373,1651,67396,Rua Portugal Durão,Local,,30+Bici,Executado,9196,,45a3ee81-de96-4197-b993-842d794137dd,101.899777630688,"LINESTRING (-9.157394465566449 38.7420315027776, -9.15694945814101 38.7414383696129, -9.15693213862234 38.741415284761)"
374,1653,67002,Avenida Elias Garcia,Local,,30+Bici,Executado,9196,,7fc7fd1e-9a62-4959-8fbe-bca9f48134b4,44.5685131197453,"LINESTRING (-9.151644416806469 38.7383789875139, -9.15125061335222 38.7384352975389)"
375,1654,66707,Avenida da Igreja,Local,,30+Bici,Executado,9196,,4ed4a242-6a78-4107-8d63-8b10c8e65300,82.1359737863667,"LINESTRING (-9.148171555070871 38.7517015245486, -9.14749602197722 38.7519329524679)"
376,1661,352282,Alameda dos Oceanos,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,ff338918-335d-4c5d-ac5f-ead2cc979bd5,771.710836277514,"LINESTRING (-9.09532549497774 38.7534449010211, -9.09542977141591 38.753503590135, -9.095625685894531 38.7536435461312, -9.095747820840559 38.7537290554733, -9.095762025353309 38.7537406069437, -9.09577417291942 38.7537535066106, -9.09580927001177 38.7537887521475, -9.09584858666261 38.7538211757531, -9.095926009750411 38.7538794233791, -9.0960053597477 38.7539360719887, -9.096222079208291 38.7540951617426, -9.096266732682629 38.7541274385648, -9.096307491971229 38.7541627099509, -9.09634402820306 38.7542006913057, -9.09636538285474 38.7542294028902, -9.096382715947421 38.7542597174586, -9.09643786172607 38.7543543575944, -9.09646392544572 38.7543913229482, -9.096488012571539 38.7544291535296, -9.096506875696081 38.7544687464825, -9.096511431322369 38.7544810936297, -9.096514096354349 38.7544937725081, -9.096514828467919 38.7545093835134, -9.096513666959639 38.7545249786693, -9.09651247848851 38.7545384472066, -9.09651269617518 38.7545438837371, -9.09651400266905 38.7545492266412, -9.096516365744851 38.7545543441337, -9.096519727116281 38.7545591099896, -9.096524003873601 38.7545634066568, -9.09655767542541 38.7545651587007, -9.09657750034542 38.7545662354266, -9.09659886946937 38.7545673030455, -9.09668962716086 38.7545719392014, -9.096699241829331 38.7545725269522, -9.096805985939589 38.7545780829131, -9.09681750862976 38.7545787701401, -9.09684063665506 38.7545798860959, -9.096912947442149 38.7545836500822, -9.096938022116699 38.7545847099949, -9.096963453422401 38.7545866112527, -9.09696807281539 38.7545877749378, -9.09697240447484 38.754589483868, -9.09697634332483 38.7545916965886, -9.09697979381804 38.7545943594243, -9.09698267225356 38.7545974077807, -9.096984908807279 38.7546007677119, -9.096986449225611 38.7546043577137, -9.09698725614161 38.7546080907009, -9.09698730998138 38.7546118761201, -9.096982936084281 38.7546639589173, -9.09697916136345 38.7547088983118, -9.09697298454757 38.7547824391355, -9.09696388102045 38.7548908335677, -9.096957522744891 38.7549665325475, -9.096955944404931 38.7549867163132, -9.09695480444285 38.7549988943815, -9.096950047863411 38.7550555184488, -9.09694914775149 38.7550678106922, -9.09694732776474 38.7550879033601, -9.09694355394223 38.7551328431882, -9.09693584460044 38.7552246359095, -9.096926890193711 38.7553312370143, -9.09691790883749 38.7554381623047, -9.096909362265871 38.7555399196417, -9.096900415045649 38.7556464495225, -9.096891272890989 38.7557552853747, -9.09688343239519 38.7558486282573, -9.09687965857268 38.755893568307, -9.096877850264031 38.7559136572398, -9.096876880981821 38.755926638651, -9.09687212440239 38.7559832626828, -9.096870970067251 38.7559961516123, -9.09686935309975 38.7560162587298, -9.09686467197881 38.7560719839201, -9.09685594754076 38.7561758594311, -9.096846913183949 38.7562834258335, -9.096838385476969 38.7563849360831, -9.09682978141317 38.75648738068, -9.096821188129169 38.7565896934325, -9.09681287062795 38.7566887087072, -9.096803754524441 38.756797238246, -9.09679517920674 38.7568993319938, -9.0967864134462 38.757003688254, -9.096777370106221 38.7571113549831, -9.09676842827588 38.7572178124672, -9.09675968137997 38.7573219349918, -9.096750926399229 38.7574261729485, -9.0967420213998 38.7575321921454, -9.09673344428548 38.7576343009535, -9.09672431201229 38.7577430202926, -9.09671880713624 38.7578085596186, -9.096717782232441 38.7578141918377, -9.096715692807781 38.7578196421512, -9.0967125854909 38.7578247889272, -9.09670852962623 38.7578295173078, -9.09670361572646 38.7578337217723, -9.096660362743849 38.7578634084788, -9.096621435149331 38.7578901271346, -9.096597115059639 38.757906818759, -9.09659117790436 38.7579103022531, -9.09658462465436 38.7579130327017, -9.096577611068669 38.7579149452072, -9.09657030384766 38.7579159943127, -9.0965628766709 38.757916155083, -9.09654363565584 38.757915362112, -9.096525266904891 38.7579146966327, -9.096487350813369 38.7579132255733, -9.09647194829954 38.7579125306729, -9.096467914863901 38.757912472531, -9.096429998772379 38.7579110021721, -9.096425964438451 38.7579109874614, -9.096410310396291 38.7579102386221, -9.096372395203099 38.7579087682631, -9.09635386116215 38.7579081889459)"
377,1666,34187,Avenida da Liberdade,Principal,,30+Bici,Executado,9196,,a4a14f29-8081-4a78-832c-53f0f6957bf6,43.873387147819,"LINESTRING (-9.144386191007531 38.7182150226908, -9.14405569003471 38.7183825466661)"
378,1668,67007,Avenida Sacadura Cabral,Local,,30+Bici,Executado,9196,,71995fdf-7e15-4112-8780-597cead112ce,171.487434359182,"LINESTRING (-9.143042320325639 38.7439717086083, -9.14444488243662 38.7434747658224)"
379,1673,67034,Avenida Fontes Pereira de Melo,Principal,Central,Pista Ciclável Unidirecional,Executado,9196,,937b9422-cf7a-49c2-aa15-f88cbeebc549,1187.71036393136,"LINESTRING (-9.14527911550163 38.7334180046859, -9.14524883239508 38.73337229999, -9.14524588469088 38.7333662457005, -9.14524410861714 38.7333599193903, -9.145243542679239 38.7333534582139, -9.14524419914674 38.7333470022502, -9.14524606378739 38.7333406914648, -9.14530230281574 38.7332455364544, -9.145349640437949 38.7331648265243, -9.145433259217841 38.7330306508025, -9.145527904817859 38.7328721665089, -9.145601802029759 38.732753038174, -9.14561955004485 38.7327244264897, -9.14567068843902 38.732638738526, -9.145680354311491 38.7326234116657, -9.1457476039903 38.7325136498916, -9.145813587942859 38.7324027569305, -9.145862352988029 38.732325341001, -9.145936790985751 38.732203768916, -9.14597412496895 38.7321432003811, -9.14608886228862 38.7319535359464, -9.146110224226071 38.7319172835606, -9.146175785072129 38.7318065052993, -9.14623289277138 38.7317110532246, -9.146254118164929 38.7316755771601, -9.14628432491466 38.7316233745808, -9.146293101454971 38.7316082079773, -9.146307172776 38.7315924076695, -9.146323994473031 38.7315783384013, -9.146343221159629 38.7315662890468, -9.14641850716697 38.7315198312469, -9.14643603983253 38.7315086565534, -9.14645083479939 38.7314952875153, -9.14646244736077 38.7314801259776, -9.14655427494576 38.731330371182, -9.14667769088936 38.731128207106, -9.14673718720895 38.7310320603645, -9.146745408788931 38.7310167139947, -9.14675042196609 38.7310005476284, -9.146752101039301 38.7309839666229, -9.14674967738466 38.7309595700562, -9.14674677762293 38.7309326430036, -9.146749482450261 38.7308848372114, -9.146766965600509 38.7308500801771, -9.1467882070255 38.7308166214531, -9.14679629365971 38.730803559793, -9.14679667903696 38.730802936808, -9.14682948910438 38.7307499424206, -9.146875541237449 38.7306693537074, -9.1468884922489 38.7306442744814, -9.146936261960761 38.7305675497104, -9.147037801232271 38.7304033318223, -9.14712942310303 38.7302526721702, -9.1472107880099 38.7301209927531, -9.14735541587233 38.7298848886133, -9.14741912169732 38.7297796475715, -9.14743720837725 38.7297511117822, -9.14755859772159 38.7295528094556, -9.147631434921481 38.7294339643082, -9.147654673439559 38.7293952803239, -9.1477264748819 38.7292750564693, -9.14786836917092 38.7290452398049, -9.147984255435819 38.7288550128206, -9.148105432777751 38.7286564424067, -9.148225847450011 38.728457877748, -9.148327591537431 38.7282887872874, -9.148356606734 38.7282410300161, -9.148389576438291 38.728194860954, -9.14842635853457 38.7281504791158, -9.148466794473849 38.7281080758128, -9.148622980060731 38.7279646729931, -9.148646436640931 38.7279420344201, -9.148667081932411 38.7279177865148, -9.148684735643229 38.7278921410284, -9.148813437273979 38.7276954495889, -9.148842452857661 38.7276496157882, -9.148860890020419 38.7276222158501, -9.14888124300996 38.7275956540573, -9.14896351072368 38.7274966264664, -9.149001281288101 38.7274513125341, -9.149036740325471 38.727407439412, -9.149069092351141 38.7273621284848, -9.149098241846611 38.7273155135293, -9.149216488884109 38.7271253092708, -9.14933546176033 38.7269327133475, -9.14945293085678 38.7267413237005, -9.1495748951229 38.7265451280713, -9.149616086471941 38.7264775445074, -9.14963289664586 38.7264525934602, -9.149637713824839 38.7264460705849, -9.149643741410051 38.7264401919114, -9.14965084042217 38.7264350929858, -9.149658847177781 38.7264308913753, -9.149718284208561 38.7264009484162, -9.149726428305151 38.7263967906267, -9.149733781135851 38.726391815664, -9.149740208941299 38.7263861140301, -9.14974559478982 38.7263797894463, -9.14981690934526 38.7262594063381, -9.14982531530254 38.7262476138028, -9.14983597502424 38.7262369878153, -9.149848627837899 38.7262277882238, -9.14986296433209 38.7262202399954, -9.1498786339227 38.7262145277147, -9.14989525342612 38.72621079107, -9.149912416429631 38.7262091214374, -9.149937735445929 38.726208731784, -9.149940892983709 38.7262082861197, -9.149943910744661 38.7262074352614, -9.14994670393896 38.7262062031156, -9.14994919408643 38.7262046243017, -9.14995131122158 38.7262027431796, -9.14995299585941 38.726200612603, -9.149954200666791 38.7261982924345, -9.149959506116851 38.7261506404571, -9.149959859154739 38.7261484027512, -9.149962394200481 38.726125619915, -9.149968478489891 38.7260665445735)"
380,1675,34341,Praça do Marquês de Pombal,Principal,Central,Pista Ciclável Bidirecional,Executado,9196,,9f326e36-d6cf-44d8-a882-8265b1135f63,26.2987164594701,"LINESTRING (-9.14962915516268 38.7259088535747, -9.149653567778831 38.7259186433078, -9.14974359783494 38.7259585429914, -9.14980835918039 38.7259907897238, -9.149832346893451 38.7260026882058)"
381,1676,67007,Avenida Sacadura Cabral,Local,,30+Bici,Executado,9196,,332f0032-0b39-4d9f-9579-085cbc35c89a,119.923928655885,"LINESTRING (-9.14012185870941 38.7448247581248, -9.14116936439928 38.7446285343914)"
382,1679,34582,Rua do Rio Zêzere,Complementar,,30+Bici,Executado,9196,,4f3a9ccb-33d3-4295-a3fb-67045319110e,49.2470773956893,"LINESTRING (-9.187278370678611 38.7707860822544, -9.18769045754385 38.7706606157074)"
383,1682,34582,Rua do Rio Zêzere,Complementar,,30+Bici,Executado,9196,,dc5f42f6-dbf9-4fb6-a6cb-fd6085871c73,47.5391955795691,"LINESTRING (-9.18769045754385 38.7706606157074, -9.188090806123251 38.7705447259432)"
384,1686,500001,Rua Interior à Alameda da Universidade,Local,,Pista Ciclável Bidirecional,Executado,9196,,fa3e9538-57da-45c6-a7db-1cb4b1b8803b,37.5625843038759,"LINESTRING (-9.155879374194789 38.7554178504699, -9.155851656676679 38.7555868311697, -9.155846451837929 38.7556049580124, -9.155837330344539 38.7556221104174, -9.15582456528435 38.7556377720972, -9.155808540238001 38.7556514744006, -9.15578973670249 38.7556628061193)"
385,1690,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,91b2f982-9017-4318-9048-72239f7d5f0e,175.245092980975,"LINESTRING (-9.148071830396249 38.737991240114, -9.14961591130044 38.7377519793972)"
386,1698,66970,Avenida Guerra Junqueiro,Principal,,30+Bici,Executado,9196,,1a430631-cd0f-4fbd-9e1d-768e7da9bf4e,43.2889044005591,"LINESTRING (-9.13668538952262 38.7399182259612, -9.136661567099599 38.7399085292351, -9.136618391383269 38.7398876505577, -9.13657865796042 38.7398629614275, -9.13654291671857 38.739834803524, -9.136515156152861 38.7398131209988, -9.136488830951921 38.7397903753731, -9.13643021228639 38.7397291294048, -9.13641591200537 38.7397143660139, -9.136410296636541 38.7397085671605)"
387,1699,67007,Avenida Sacadura Cabral,Local,,30+Bici,Executado,9196,,a0eacfbc-7de0-4882-a117-84bca5a724bb,113.373510850827,"LINESTRING (-9.142115049644939 38.7443002259495, -9.143042320325639 38.7439717086083)"
388,1713,67003,Avenida Visconde de Valmor,Complementar,,30+Bici,Executado,9196,,26db78e2-d82a-41c3-86bd-8ef5ffc2f69b,19.2560572958593,"LINESTRING (-9.148048120262629 38.737892541548, -9.147878629728099 38.7379195066177)"
389,1718,,Ponte ciclopedonal sobre a Estação Ferroviária do Braço de Prata,Local,,Percurso Ciclopedonal,Executado,9196,,114bc1a4-60bd-41fa-a680-6f1b39173f16,63.2938249465167,"LINESTRING (-9.10316183966259 38.7466627034483, -9.102964549863289 38.7466119102512, -9.102779797850371 38.7465655407065, -9.102816044872091 38.7464780106124, -9.10283229719221 38.7464421257159)"
390,1721,34187,Avenida da Liberdade,Principal,Central,30+Bici,Executado,9196,,c58b9411-dc0b-45fa-b0e2-0762cdfda80d,160.554843951324,"LINESTRING (-9.14340921025398 38.7170895799754, -9.14329564343913 38.7169531031271, -9.1428946642424 38.7165250975928, -9.142694609428601 38.7163295573029, -9.142616962648709 38.7162615897896, -9.142538551402501 38.7161939411274)"
391,1722,67100,Rua de Dona Estefânia,Local,,30+Bici,Executado,9196,,74912741-060d-4b32-afa8-3b7e331badbd,458.078721644496,"LINESTRING (-9.14164539065149 38.7350992813181, -9.14164220163223 38.7350836929133, -9.141618588516661 38.7349695777829, -9.141602948847559 38.7348940019503, -9.14157259028255 38.7347472947871, -9.141556950613451 38.7346717201207, -9.14152659294674 38.7345250132016, -9.14151812902012 38.7344841141498, -9.1415133481862 38.7344610095317, -9.141498663426249 38.7343900461016, -9.14149447997197 38.734369827082, -9.14149264022225 38.7343609361493, -9.14149080047256 38.7343520452154, -9.141488959824541 38.7343431535797, -9.141487120074849 38.734334261943, -9.14148528032513 38.7343253710058, -9.14148344057544 38.7343164793668, -9.141481600825751 38.7343075884274, -9.141479761076029 38.7342986967861, -9.14147928856219 38.7342964137876, -9.14147792132634 38.7342898058446, -9.141476081576609 38.7342809142011, -9.141474241826931 38.7342720232573, -9.141472402077239 38.7342631323124, -9.141470562327511 38.7342542399649, -9.14146872257782 38.7342453490178, -9.14146767963376 38.734240309319, -9.141463603079 38.7342278186848, -9.141459104278089 38.7342195375104, -9.14145332006396 38.7342117570923, -9.141446688700521 38.7342049333145, -9.141438611049489 38.7341979399576, -9.141431777936191 38.734190699737, -9.141426153213139 38.7341828523834, -9.14142182020986 38.7341745140033, -9.14141884901157 38.7341658202594, -9.141416972430941 38.7341569342064, -9.141391802535001 38.7340354864665, -9.141361446664909 38.7338887803429, -9.14134580879244 38.7338132040674, -9.141315451125729 38.7336664981881, -9.14129981325326 38.7335909223781, -9.141269456484871 38.7334442153415, -9.1412538186124 38.7333686392964, -9.141223462742319 38.7332219332047, -9.14120782486985 38.7331463569244, -9.141196556402919 38.7330919011135, -9.14118443633312 38.7330282451323, -9.14117891438906 38.732999480795, -9.14116437874946 38.7329237704361, -9.14113616356469 38.7327768013499, -9.14112066672773 38.7327012070798, -9.141089955124791 38.7325545458671, -9.14107413399601 38.7324789934071, -9.14105615780886 38.7323931523845, -9.141046406596439 38.7323524287023, -9.141040325900279 38.7323327297673, -9.14102742375893 38.7322962563427, -9.14101727692672 38.7322592569171, -9.140986192522959 38.7321126431494, -9.14098226001985 38.7320950391984, -9.14098142990637 38.7320771816929, -9.14098371757602 38.7320594017797, -9.1409890806066 38.732042029167, -9.140994083324401 38.7320315927721, -9.140997298194209 38.7320225829138, -9.140998481619871 38.7320132762127, -9.14099759843211 38.7320039492474, -9.140992098047651 38.7319773701649, -9.14098657790022 38.7319504105602, -9.14098501123835 38.7319414429436)"
